loan_status,gender,income,home_ownership,loan_amount,loan_interest_rate,previous_loan
Declined,male,75510,MORTGAGE,6400,10.08,Yes
Declined,female,39969,RENT,4000,11.01,Yes
Declined,male,147329,MORTGAGE,4800,11.01,Yes
Declined,female,48568,MORTGAGE,2000,10.99,Yes
Declined,male,193046,MORTGAGE,35000,7.66,Yes
Approved,male,76427,MORTGAGE,25000,14.38,No
Declined,male,81340,MORTGAGE,10000,12.21,Yes
Declined,male,47436,OWN,10000,13.99,No
Approved,female,71409,RENT,3000,10.36,No
Declined,female,120956,RENT,1200,8.59,Yes
Declined,female,39293,RENT,7500,13.79,Yes
Declined,male,101881,RENT,15000,11.34,Yes
Declined,female,103123,RENT,5000,11.11,Yes
Declined,male,34523,RENT,5000,11.78,Yes
Declined,male,73123,OWN,15000,11.83,Yes
Approved,male,42001,RENT,7000,13.16,No
Approved,male,63486,MORTGAGE,10000,13.87,No
Approved,male,16904,RENT,2800,15.21,No
Approved,male,49128,RENT,19000,12.18,No
Approved,female,59002,RENT,20000,11.36,No
Declined,male,34352,OWN,7000,7.9,Yes
Declined,female,202600,MORTGAGE,35000,10.65,Yes
Declined,female,54370,MORTGAGE,3500,11.01,No
Declined,male,57385,OWN,4000,6.62,Yes
Declined,female,32193,RENT,6000,7.49,No
Approved,female,63535,MORTGAGE,6500,15.68,No
Approved,male,35573,OWN,10000,18.62,No
Declined,female,129449,MORTGAGE,10000,7.29,Yes
Declined,male,72846,MORTGAGE,5000,7.29,No
Declined,female,70917,MORTGAGE,4000,8,Yes
Approved,male,39195,RENT,5400,16.29,No
Declined,female,137685,MORTGAGE,8000,12.68,Yes
Declined,male,48909,MORTGAGE,5000,6.62,Yes
Approved,female,104183,MORTGAGE,20000,10.99,No
Declined,male,37026,RENT,3000,7.49,Yes
Declined,male,48736,RENT,10000,11.99,No
Declined,female,47219,MORTGAGE,12000,10.38,No
Declined,female,46346,RENT,10000,14.91,Yes
Declined,female,91196,RENT,5000,7.49,Yes
Declined,female,40218,MORTGAGE,12500,7.9,No
Declined,male,78796,MORTGAGE,3300,7.51,Yes
Declined,female,180871,MORTGAGE,8200,5.79,No
Declined,female,72957,RENT,5000,8.49,Yes
Declined,male,43073,MORTGAGE,2100,5.42,Yes
Declined,female,73201,RENT,12500,11.49,No
Declined,male,106728,RENT,10000,12.69,Yes
Declined,male,55641,RENT,5000,14.22,No
Declined,male,147313,MORTGAGE,20000,13.23,Yes
Declined,female,61055,OWN,9175,19.42,No
Declined,female,86343,RENT,11300,7.49,Yes
Approved,male,19750,RENT,4200,11.01,No
Approved,female,48102,MORTGAGE,3250,11.01,No
Declined,male,29665,RENT,5500,14.27,No
Declined,male,78910,RENT,6000,9.63,Yes
Declined,male,102941,MORTGAGE,10000,14.09,Yes
Approved,male,42656,RENT,7000,11.99,No
Declined,male,44117,MORTGAGE,1000,12.42,Yes
Declined,male,49266,RENT,3825,10,Yes
Declined,male,51506,OWN,12000,11.01,Yes
Declined,female,48921,MORTGAGE,3500,13.49,No
Approved,female,22526,RENT,5800,14.72,No
Declined,male,103077,MORTGAGE,12000,14.65,Yes
Approved,female,101722,RENT,8000,16.45,No
Approved,female,26667,RENT,7500,11.34,No
Declined,male,70650,RENT,12800,12.42,Yes
Declined,male,35306,MORTGAGE,5000,11.99,Yes
Declined,male,37188,MORTGAGE,6600,14.42,Yes
Approved,male,94393,MORTGAGE,8000,12.87,No
Declined,female,165525,MORTGAGE,10000,5.79,No
Approved,male,51303,RENT,10000,13.8,No
Declined,female,198863,MORTGAGE,24000,15.62,Yes
Declined,female,55058,RENT,5000,10.74,Yes
Declined,female,46929,RENT,4000,7.29,Yes
Declined,female,48959,RENT,1800,13.23,Yes
Declined,male,84935,OWN,6000,5.42,Yes
Approved,female,87376,MORTGAGE,14000,14.65,No
Declined,male,100539,OWN,25000,15.95,No
Approved,male,51634,RENT,15000,11.83,No
Approved,male,72791,RENT,24000,7.9,No
Declined,male,109075,MORTGAGE,6400,9.88,No
Declined,female,57332,RENT,8500,8.9,No
Declined,female,35917,OWN,6400,8.94,Yes
Declined,female,95698,MORTGAGE,10000,5.79,No
Declined,female,84671,OWN,8000,12.84,No
Declined,male,114815,MORTGAGE,35000,7.9,No
Declined,female,45115,RENT,5500,9.2,No
Declined,male,85101,RENT,12000,7.9,No
Declined,female,148792,RENT,12000,10.75,No
Declined,male,99522,RENT,6000,11.01,Yes
Declined,male,139018,MORTGAGE,19000,13.49,No
Declined,female,63706,RENT,1500,11.99,Yes
Declined,male,51692,MORTGAGE,4500,11.48,Yes
Approved,female,115099,MORTGAGE,19800,13.22,No
Declined,male,85113,RENT,6725,6.62,No
Declined,female,85042,OWN,12000,12.53,No
Declined,male,103092,MORTGAGE,12000,6.91,Yes
Declined,female,84827,MORTGAGE,6000,15.23,Yes
Approved,male,129155,MORTGAGE,35000,16.49,No
Declined,male,54962,RENT,9000,11.48,Yes
Declined,male,47646,MORTGAGE,8000,6.03,Yes
Declined,female,144715,MORTGAGE,6000,11.01,No
Declined,male,55069,RENT,4000,11.01,Yes
Declined,female,81071,MORTGAGE,1500,11.49,Yes
Declined,female,241092,MORTGAGE,5000,7.43,Yes
Declined,female,39422,RENT,5000,6.03,No
Approved,female,41692,RENT,6500,13.22,No
Declined,male,44392,OWN,11200,9.76,Yes
Approved,male,39425,RENT,8575,15.62,No
Declined,male,71784,RENT,8500,11.83,Yes
Declined,female,95631,RENT,14000,13.48,Yes
Declined,female,46520,MORTGAGE,4500,5.79,Yes
Declined,male,60933,RENT,9000,7.66,Yes
Declined,female,104284,RENT,10000,13.49,No
Declined,male,101741,RENT,12000,6.91,No
Declined,female,58805,MORTGAGE,14125,11.01,Yes
Declined,male,77105,RENT,6000,13.22,No
Declined,female,121078,RENT,12000,9.91,No
Declined,male,83812,MORTGAGE,7800,12.41,No
Declined,female,145074,MORTGAGE,10000,11.01,Yes
Declined,male,36946,MORTGAGE,3000,5.99,Yes
Declined,male,72755,RENT,1200,7.66,Yes
Approved,male,53670,RENT,4600,13.99,No
Declined,female,51599,MORTGAGE,12000,15.23,No
Declined,male,56230,RENT,11500,12.53,Yes
Declined,male,45201,MORTGAGE,10000,10.99,Yes
Declined,female,25903,OWN,10000,10.59,Yes
Declined,male,45219,RENT,9600,11.97,Yes
Declined,male,108843,MORTGAGE,20000,12.53,No
Declined,male,78509,MORTGAGE,2000,11.99,No
Declined,male,73044,MORTGAGE,21000,11.01,Yes
Declined,female,145077,MORTGAGE,6000,13.06,No
Declined,female,26160,RENT,5175,12.53,Yes
Declined,male,72596,MORTGAGE,12500,6.92,No
Declined,female,157043,OWN,22800,11.01,Yes
Declined,female,138893,MORTGAGE,10000,14.27,Yes
Approved,female,55086,RENT,14500,10.36,No
Declined,female,91593,MORTGAGE,10000,11.01,Yes
Declined,male,42678,OWN,6500,13.43,No
Approved,female,50174,MORTGAGE,7000,7.9,No
Declined,female,91144,MORTGAGE,4000,12.99,Yes
Declined,female,61313,RENT,7200,11.71,No
Declined,male,26272,RENT,4550,13.72,No
Declined,female,74427,OWN,15000,14.65,Yes
Declined,female,93417,RENT,15000,10,Yes
Declined,male,89676,MORTGAGE,4475,9.99,No
Approved,female,87830,RENT,3000,16.89,No
Approved,male,66181,RENT,2500,11.14,No
Approved,female,23962,RENT,5000,10.99,No
Declined,female,43243,RENT,10000,9.32,No
Declined,female,32493,RENT,3800,7.9,Yes
Declined,female,42922,MORTGAGE,6000,7.51,No
Declined,female,66591,MORTGAGE,13500,9.67,No
Approved,male,62121,MORTGAGE,17500,14.09,No
Approved,male,71878,RENT,18000,16,No
Declined,male,186090,MORTGAGE,12225,7.49,No
Approved,female,30041,RENT,14075,11.01,No
Declined,female,241181,RENT,12000,12.69,Yes
Approved,male,31600,MORTGAGE,4000,16.49,No
Declined,male,231235,MORTGAGE,20000,6.54,Yes
Declined,male,211129,RENT,10000,15.05,Yes
Declined,male,48922,RENT,3600,10.59,No
Declined,male,169156,RENT,9000,7.14,Yes
Approved,female,71158,MORTGAGE,5000,8.59,No
Declined,female,72759,RENT,3600,9.99,Yes
Declined,male,75080,MORTGAGE,5000,11.36,Yes
Declined,female,36732,RENT,1000,10.99,Yes
Declined,female,160544,RENT,17400,11.71,Yes
Declined,female,63482,RENT,8000,13.22,Yes
Declined,male,108934,MORTGAGE,12000,12.18,Yes
Declined,male,18834,RENT,2200,11.01,No
Declined,male,59149,RENT,3850,8.49,Yes
Declined,male,32812,RENT,4750,12.23,No
Declined,female,97087,MORTGAGE,15000,16.07,Yes
Declined,female,73106,MORTGAGE,16000,7.9,Yes
Declined,male,82727,MORTGAGE,16000,11.26,No
Declined,female,28276,RENT,4850,14.27,Yes
Declined,female,43982,RENT,7000,9.99,Yes
Declined,female,109020,RENT,13000,12.73,Yes
Declined,female,30705,OWN,10000,11.01,Yes
Declined,female,91293,RENT,2000,9.99,No
Declined,male,168690,MORTGAGE,24250,12.53,Yes
Declined,female,34588,OWN,7500,11.01,Yes
Approved,male,30001,RENT,2800,11.49,No
Declined,male,101077,MORTGAGE,5000,6.76,No
Declined,female,90701,RENT,12000,6.62,Yes
Declined,male,58657,MORTGAGE,6500,10.62,Yes
Approved,male,23759,OWN,4000,7.4,No
Approved,female,22502,RENT,3600,11.01,No
Approved,female,51188,MORTGAGE,3200,7.9,No
Declined,male,153482,MORTGAGE,12000,15.05,No
Approved,male,42817,RENT,5600,16.77,No
Approved,male,18178,RENT,1825,15.62,No
Declined,male,82959,RENT,3000,11.78,No
Declined,male,35718,RENT,8000,11.01,Yes
Declined,male,120850,MORTGAGE,12000,8.94,No
Approved,female,29537,RENT,10000,13.48,No
Declined,male,61044,RENT,12000,15.31,No
Declined,female,140247,RENT,11000,8.94,Yes
Approved,female,58694,RENT,25000,18.43,No
Declined,male,96787,MORTGAGE,10000,7.74,No
Approved,female,33599,RENT,2800,7.51,No
Approved,male,28107,RENT,2500,6.76,No
Declined,female,70383,MORTGAGE,3500,10.65,Yes
Approved,male,36673,RENT,6400,15.99,No
Approved,female,36893,MORTGAGE,4000,16.32,No
Declined,male,30187,OWN,1800,11.89,Yes
Declined,female,76164,MORTGAGE,12000,6.91,Yes
Declined,female,83980,RENT,6000,12.99,No
Declined,male,44389,RENT,6000,7.51,Yes
Approved,female,58362,RENT,3000,9.32,No
Declined,female,73033,MORTGAGE,10000,12.21,Yes
Approved,female,77879,RENT,8000,15.28,No
Approved,female,41479,MORTGAGE,2000,7.66,No
Declined,male,29752,RENT,2000,11.14,Yes
Declined,male,29553,OWN,6000,12.68,Yes
Approved,female,39454,RENT,14000,12.23,No
Declined,female,27192,OWN,7500,11.01,Yes
Declined,female,54560,RENT,4800,13.98,Yes
Declined,male,114873,RENT,6500,8.49,Yes
Declined,female,61117,RENT,7500,8.32,Yes
Declined,female,52798,RENT,4800,11.03,No
Approved,female,24200,RENT,6250,16.82,No
Declined,female,54660,RENT,1500,11.63,Yes
Declined,female,64318,MORTGAGE,8000,7.88,Yes
Declined,male,82803,RENT,10000,14.26,Yes
Declined,female,85551,RENT,9600,7.9,No
Declined,male,45623,RENT,7200,7.9,No
Approved,male,47421,RENT,16000,15.65,No
Declined,male,59480,MORTGAGE,2400,7.66,Yes
Declined,female,109173,MORTGAGE,6000,11.89,Yes
Approved,female,118627,MORTGAGE,13200,15.28,No
Declined,female,123334,MORTGAGE,9800,10.36,Yes
Declined,male,32518,MORTGAGE,4400,11.49,Yes
Declined,female,85006,RENT,13000,10,Yes
Approved,male,65554,MORTGAGE,8500,14.79,No
Declined,male,145139,MORTGAGE,6000,9.99,Yes
Declined,female,59905,MORTGAGE,2400,5.79,Yes
Approved,female,24028,RENT,4000,11.01,No
Declined,male,116487,RENT,7000,9.91,No
Declined,male,38265,RENT,1800,8.32,No
Declined,male,121050,RENT,11000,5.42,No
Approved,female,49157,RENT,15000,11.71,No
Declined,female,85042,MORTGAGE,20000,12.21,Yes
Declined,male,121264,MORTGAGE,10000,10.59,Yes
Declined,male,95147,MORTGAGE,15000,16.82,Yes
Declined,male,55096,RENT,6000,7.49,Yes
Declined,male,102655,MORTGAGE,7500,13.99,Yes
Declined,female,54880,MORTGAGE,10000,16.89,No
Approved,male,43924,RENT,5000,12.68,No
Declined,female,131524,MORTGAGE,15000,10.25,No
Declined,male,44292,RENT,4000,11.01,No
Declined,male,39118,RENT,6400,14.35,Yes
Approved,male,65924,RENT,7000,14.96,No
Declined,male,89202,MORTGAGE,7500,11.01,No
Approved,female,80544,RENT,30000,11.01,No
Approved,male,60954,MORTGAGE,2100,11.49,No
Approved,male,73798,RENT,25000,15.95,No
Declined,male,73331,MORTGAGE,11200,5.79,No
Declined,female,61030,MORTGAGE,2600,6.03,Yes
Declined,male,73017,MORTGAGE,8500,10.59,No
Declined,female,114791,MORTGAGE,15000,12.69,Yes
Declined,female,72816,MORTGAGE,6125,6.17,Yes
Declined,female,90923,RENT,10000,6.62,Yes
Declined,male,91015,MORTGAGE,9000,6.99,Yes
Declined,male,45375,RENT,10000,11.01,Yes
Declined,male,65759,RENT,5500,8.07,Yes
Approved,female,123605,MORTGAGE,25000,10.99,No
Declined,male,74488,MORTGAGE,12000,13.49,Yes
Declined,female,54040,MORTGAGE,5500,6.17,Yes
Declined,male,126801,MORTGAGE,6500,13.87,No
Declined,female,87493,OWN,15000,10.25,Yes
Declined,male,37181,RENT,8000,9.25,No
Approved,female,35674,RENT,14400,15.7,No
Approved,female,26437,RENT,7500,7.14,No
Declined,female,44890,RENT,5400,8.9,No
Declined,female,91854,MORTGAGE,14500,9.63,Yes
Approved,male,130811,RENT,25000,15.05,No
Declined,male,60425,RENT,12000,7.14,No
Declined,male,63182,MORTGAGE,3300,10.99,Yes
Declined,female,53948,RENT,3000,11.49,Yes
Declined,female,49306,RENT,12000,7.51,Yes
Declined,male,73039,RENT,12000,8.9,Yes
Declined,male,61090,MORTGAGE,10000,7.74,Yes
Declined,male,46576,RENT,4500,7.88,Yes
Declined,male,84670,RENT,17000,8.88,No
Declined,female,58683,MORTGAGE,5000,7.88,Yes
Declined,female,29673,RENT,5500,10.99,No
Declined,male,73169,MORTGAGE,10000,11.01,Yes
Approved,female,42230,RENT,5000,16.89,No
Declined,male,144887,MORTGAGE,16000,9.63,No
Declined,female,97628,MORTGAGE,12000,5.79,Yes
Approved,male,34167,RENT,3500,10.99,No
Approved,female,60785,MORTGAGE,13750,18.43,No
Declined,female,43345,RENT,2400,11.01,Yes
Declined,female,152279,RENT,8000,13.23,No
Declined,male,24961,RENT,3000,10.37,No
Declined,female,193008,RENT,20000,7.49,No
Declined,female,55975,RENT,12000,11.71,Yes
Declined,female,49038,OWN,15000,9.64,Yes
Declined,female,48951,RENT,5600,14.61,No
Declined,male,92048,RENT,7000,6.54,Yes
Declined,male,53076,RENT,2400,10.99,Yes
Declined,male,66771,RENT,6000,10.65,Yes
Declined,female,73082,RENT,5000,7.14,Yes
Declined,female,36847,RENT,9000,17.58,Yes
Declined,male,63558,RENT,5000,6.99,No
Declined,female,121043,MORTGAGE,3000,11.49,No
Declined,female,108911,MORTGAGE,20000,6.54,Yes
Approved,male,56953,RENT,8000,15.23,No
Declined,male,174983,MORTGAGE,25000,11.36,Yes
Declined,male,72900,RENT,17000,6.91,Yes
Declined,male,241346,MORTGAGE,16000,14.65,Yes
Declined,male,95737,MORTGAGE,9000,6.76,Yes
Declined,male,145207,MORTGAGE,25000,13.99,No
Declined,male,57035,RENT,7000,6.62,Yes
Declined,male,60933,RENT,13000,11.01,Yes
Approved,male,45612,RENT,10000,11.01,No
Declined,male,57283,MORTGAGE,13850,12.68,Yes
Declined,male,87080,RENT,14000,7.9,No
Declined,female,54742,MORTGAGE,8650,14.27,Yes
Declined,male,74774,MORTGAGE,5650,7.66,No
Declined,male,41649,MORTGAGE,10000,11.26,Yes
Declined,male,28286,RENT,1775,6.99,Yes
Declined,female,34674,RENT,6000,9.63,Yes
Approved,female,54885,RENT,4000,15.99,No
Approved,male,53726,MORTGAGE,25000,15.58,No
Approved,female,50074,RENT,12000,15.21,No
Declined,male,91218,MORTGAGE,12000,6.92,Yes
Declined,male,41006,RENT,1800,11.99,Yes
Declined,female,109136,RENT,5525,11.36,No
Declined,female,30840,RENT,7500,12.98,No
Declined,male,26535,OWN,3825,14.65,Yes
Approved,female,90594,RENT,20000,17.04,No
Declined,male,203286,RENT,20000,11.58,Yes
Approved,male,52540,MORTGAGE,10000,16.89,No
Approved,male,34689,RENT,7500,15.33,No
Declined,male,78149,RENT,5000,11.86,Yes
Approved,male,54246,RENT,2000,8,No
Declined,male,127260,RENT,6000,11.99,Yes
Declined,female,109102,MORTGAGE,10150,11.97,Yes
Declined,female,368261,RENT,24250,13.85,Yes
Approved,male,59620,MORTGAGE,5000,15.21,No
Declined,male,110298,MORTGAGE,12000,11.01,Yes
Declined,male,64710,RENT,6800,9.91,Yes
Declined,female,59957,MORTGAGE,6000,10,No
Declined,female,46827,MORTGAGE,5400,7.9,No
Approved,male,65893,RENT,3200,16.49,No
Declined,male,90782,RENT,6000,6.03,Yes
Declined,female,145063,RENT,6000,9.88,No
Declined,male,121152,MORTGAGE,11000,8.49,Yes
Declined,female,128491,MORTGAGE,10000,7.14,Yes
Declined,male,69286,MORTGAGE,2400,12.69,No
Declined,male,41067,OWN,12250,13.11,Yes
Declined,female,35900,RENT,8000,9.88,Yes
Declined,female,61097,RENT,1500,11.01,Yes
Approved,female,89499,RENT,25000,10.36,No
Declined,female,66070,MORTGAGE,5100,9.62,Yes
Declined,female,72017,OWN,5000,6.17,No
Declined,male,49309,OWN,2000,12.53,Yes
Declined,male,90940,MORTGAGE,10200,6.03,Yes
Declined,female,49059,RENT,6500,11.89,No
Declined,male,64515,OWN,2500,9.91,Yes
Declined,male,29765,OWN,4750,11.01,Yes
Declined,male,29716,RENT,1000,12.84,Yes
Declined,female,97941,MORTGAGE,5000,11.01,Yes
Declined,male,36617,RENT,6000,11.71,No
Approved,male,59960,RENT,12000,13.49,No
Declined,female,55817,RENT,11000,10.59,Yes
Declined,male,56144,RENT,7000,8.49,Yes
Declined,male,39906,MORTGAGE,3000,13.22,Yes
Declined,male,89449,MORTGAGE,7000,6.99,Yes
Declined,male,145105,MORTGAGE,13000,10.99,No
Declined,male,80921,MORTGAGE,4000,12.18,Yes
Declined,female,90694,RENT,21000,10,Yes
Declined,male,25152,RENT,2500,13.79,No
Declined,female,43042,RENT,10000,11.01,Yes
Declined,male,61073,MORTGAGE,10000,11.01,Yes
Declined,male,69152,MORTGAGE,8000,5.42,Yes
Declined,female,37024,RENT,5000,11.49,Yes
Declined,female,63284,MORTGAGE,15000,10,No
Declined,female,107633,MORTGAGE,8000,10.99,Yes
Approved,male,58451,RENT,16500,8.9,No
Declined,female,93314,MORTGAGE,21000,11.48,Yes
Declined,female,84618,RENT,15000,14.42,Yes
Approved,female,118578,RENT,16000,16.32,No
Declined,male,66927,MORTGAGE,8000,7.49,No
Approved,female,44385,RENT,15000,10.25,No
Approved,female,76600,RENT,16800,15.65,No
Declined,male,87214,MORTGAGE,5000,6.03,Yes
Declined,female,57558,MORTGAGE,12000,12.21,Yes
Declined,male,61036,MORTGAGE,3000,13.47,No
Approved,male,33600,RENT,5000,7.9,No
Declined,female,87319,RENT,10000,13.85,No
Declined,female,69969,MORTGAGE,21000,11.48,No
Declined,female,30933,RENT,4000,9.45,Yes
Approved,female,65714,RENT,20000,11.83,No
Declined,male,47305,RENT,2200,12.69,Yes
Declined,female,87256,MORTGAGE,25000,11.89,Yes
Declined,female,82517,MORTGAGE,6400,7.14,No
Approved,male,15016,RENT,2100,8.94,No
Declined,male,139117,RENT,3000,14.27,Yes
Declined,male,72088,RENT,17000,10.25,No
Approved,male,73263,RENT,25000,10.25,No
Approved,male,58217,RENT,13000,7.88,No
Declined,male,48914,RENT,11000,5.79,Yes
Declined,male,10482,RENT,1000,11.36,Yes
Declined,male,66854,RENT,2500,14.35,No
Approved,male,20999,MORTGAGE,3900,11.01,No
Declined,male,64565,MORTGAGE,8000,11.01,Yes
Declined,male,48783,MORTGAGE,6000,14.79,Yes
Declined,male,65529,MORTGAGE,7000,10.65,No
Declined,male,78910,MORTGAGE,10000,6.03,No
Declined,male,96782,RENT,20000,13.06,Yes
Declined,male,72644,MORTGAGE,12000,10.65,No
Approved,male,29600,RENT,7000,15.62,No
Approved,male,111152,MORTGAGE,16800,15.62,No
Declined,male,146309,RENT,20000,8.9,Yes
Declined,female,60951,OWN,10000,11.12,No
Declined,male,174844,MORTGAGE,7000,10.99,Yes
Declined,male,10553,RENT,1200,15.23,Yes
Approved,female,42805,MORTGAGE,5000,12.98,No
Approved,male,67053,MORTGAGE,10000,7.51,No
Declined,male,100300,RENT,5450,7.9,Yes
Declined,male,62198,MORTGAGE,16750,16.4,Yes
Declined,male,102624,MORTGAGE,6000,11.01,Yes
Declined,male,108156,OWN,5000,11.83,Yes
Declined,male,131731,MORTGAGE,14000,9.63,Yes
Declined,male,116421,RENT,7300,8.49,No
Declined,male,73068,MORTGAGE,30000,14.27,No
Declined,male,84780,MORTGAGE,8000,14.84,No
Declined,male,43508,RENT,8000,9.2,Yes
Declined,female,87577,RENT,10000,10.37,No
Approved,male,38108,RENT,6000,16.89,No
Declined,female,79090,RENT,6400,9.99,Yes
Approved,female,63307,RENT,14000,10.37,No
Approved,male,85507,RENT,14000,17.51,No
Declined,male,76592,MORTGAGE,3500,7.68,No
Declined,male,87086,MORTGAGE,5000,11.01,Yes
Declined,male,90514,MORTGAGE,7000,7.66,No
Declined,male,123464,RENT,10000,11.01,Yes
Declined,male,103899,RENT,15000,12.53,No
Declined,female,51696,RENT,1925,6.17,Yes
Declined,male,70586,MORTGAGE,8000,13.61,Yes
Declined,male,99134,RENT,9200,6.03,Yes
Declined,female,36719,RENT,6300,13.22,No
Declined,male,141608,MORTGAGE,14400,11.01,No
Declined,male,111442,MORTGAGE,10000,11.01,Yes
Approved,male,35293,RENT,8875,11.01,No
Declined,male,40543,OWN,12000,11.48,Yes
Approved,female,65772,RENT,7000,15.62,No
Declined,female,36721,OWN,10000,14.61,Yes
Declined,female,35550,MORTGAGE,2000,8.59,Yes
Approved,female,41762,RENT,9500,11.01,No
Approved,female,42303,RENT,1200,19.29,No
Approved,male,89805,RENT,20000,15.95,No
Declined,male,70177,MORTGAGE,12275,11.01,Yes
Declined,female,145204,MORTGAGE,10000,11.01,Yes
Approved,female,44357,RENT,15000,11.01,No
Declined,male,90129,RENT,3500,7.29,Yes
Declined,male,114941,RENT,14000,11.01,Yes
Declined,male,85260,RENT,3500,5.42,Yes
Approved,male,44071,RENT,6500,17.49,No
Declined,male,37160,RENT,3600,10.99,Yes
Approved,female,22628,OWN,5400,15.31,No
Declined,male,15134,RENT,1600,10.59,Yes
Approved,female,63540,RENT,16000,13.98,No
Declined,female,58706,MORTGAGE,1400,14.79,No
Declined,male,108101,MORTGAGE,14000,7.49,Yes
Declined,female,180947,RENT,5000,11.01,Yes
Declined,male,122328,OWN,24250,12.53,No
Declined,female,76707,RENT,5000,7.74,No
Declined,female,97020,RENT,10000,9.62,Yes
Approved,male,56268,RENT,12800,19.41,No
Declined,female,52381,RENT,6000,12.84,Yes
Declined,male,60910,MORTGAGE,12500,9.32,Yes
Declined,female,110511,MORTGAGE,12000,11.83,No
Declined,male,84576,RENT,1350,12.68,No
Declined,female,25101,RENT,4000,9.45,Yes
Approved,female,18378,RENT,2000,17.49,No
Declined,male,99229,MORTGAGE,10750,9.25,Yes
Approved,female,112528,RENT,2100,9.91,No
Declined,male,90730,RENT,10000,11.86,Yes
Declined,female,68131,RENT,6000,10.74,Yes
Declined,female,64432,RENT,8000,12.87,Yes
Approved,male,53912,MORTGAGE,22800,17.27,No
Declined,female,76193,OWN,15000,17.58,Yes
Approved,male,70383,RENT,6000,11.28,No
Declined,male,86794,RENT,6400,13.11,Yes
Approved,female,51403,RENT,6600,16.89,No
Declined,female,61281,RENT,11000,11.01,No
Declined,female,44118,OWN,5500,5.42,Yes
Declined,male,94604,MORTGAGE,25000,9.64,No
Declined,male,53924,RENT,10000,14.74,Yes
Declined,male,77928,RENT,12000,13.16,Yes
Declined,male,120936,MORTGAGE,10000,12.87,Yes
Approved,male,70835,MORTGAGE,7200,11.97,No
Declined,male,65719,RENT,6600,11.97,No
Declined,male,52105,RENT,5000,12.98,Yes
Approved,male,81255,RENT,25000,7.9,No
Declined,male,49383,MORTGAGE,4000,7.14,No
Approved,female,29814,RENT,3500,15.65,No
Approved,male,49646,RENT,6000,11.36,No
Approved,male,77922,MORTGAGE,12000,15.62,No
Declined,male,147229,MORTGAGE,10000,13.57,Yes
Approved,male,72093,OTHER,12000,11.01,No
Declined,female,151928,MORTGAGE,7500,13.92,Yes
Declined,male,78809,OWN,7000,11.66,Yes
Declined,male,94543,RENT,14000,10.99,No
Declined,male,44325,RENT,5000,12.99,Yes
Declined,male,91801,MORTGAGE,15000,12.68,Yes
Declined,male,220715,MORTGAGE,1000,11.01,No
Declined,male,43378,MORTGAGE,8000,5.79,No
Approved,male,69368,RENT,9600,14.46,No
Declined,male,144743,RENT,25000,9.99,Yes
Declined,male,66070,MORTGAGE,3500,6.39,No
Declined,male,14182,OWN,1400,9.32,Yes
Declined,female,126935,RENT,7200,11.71,Yes
Declined,male,103037,MORTGAGE,8000,11.01,No
Declined,male,102989,MORTGAGE,4400,7.4,Yes
Declined,female,33597,RENT,2925,10.71,No
Declined,male,36742,OWN,3000,10.36,No
Approved,female,57436,RENT,21250,10.99,No
Declined,male,58552,RENT,6000,12.53,Yes
Declined,female,127207,MORTGAGE,4800,15.23,Yes
Declined,female,47052,RENT,3600,13.61,Yes
Declined,male,30300,RENT,2000,11.36,No
Declined,female,57514,MORTGAGE,12725,12.42,Yes
Approved,male,49050,RENT,3000,17.27,No
Declined,male,72913,MORTGAGE,12000,10,Yes
Declined,female,46341,RENT,10000,7.49,Yes
Declined,female,72145,RENT,10000,5.99,Yes
Declined,male,114781,RENT,4000,7.9,No
Declined,male,75412,RENT,10000,14.27,Yes
Approved,female,23687,RENT,3200,15.28,No
Declined,female,60983,OWN,3600,11.01,Yes
Declined,male,39787,MORTGAGE,3250,6.99,Yes
Approved,male,46759,RENT,12000,11.71,No
Declined,female,58468,RENT,7500,17.04,No
Declined,female,33381,RENT,5000,11.01,No
Approved,male,15419,OWN,6100,7.51,No
Declined,male,141433,MORTGAGE,8400,7.29,Yes
Approved,female,15436,RENT,1000,13.57,No
Declined,male,103058,RENT,5000,11.58,Yes
Approved,male,38532,RENT,12000,10.39,No
Approved,female,83510,MORTGAGE,10000,15.62,No
Approved,female,49151,RENT,15000,11.71,No
Declined,female,43906,RENT,10000,11.11,Yes
Declined,female,65832,RENT,10000,7.9,No
Declined,female,52687,RENT,3000,8.49,No
Declined,female,43065,OWN,7000,16.29,No
Declined,female,138971,RENT,35000,7.9,Yes
Approved,male,66513,RENT,20000,12.53,No
Approved,male,30165,RENT,12250,13.16,No
Declined,female,116471,MORTGAGE,5000,11.83,Yes
Declined,male,101838,MORTGAGE,9000,6.62,Yes
Approved,female,66428,RENT,19000,11.14,No
Declined,male,25525,RENT,5500,11.01,Yes
Approved,female,166610,RENT,5000,13.23,No
Approved,male,47997,RENT,12000,10.99,No
Declined,male,83862,MORTGAGE,25000,6.99,Yes
Approved,female,36763,MORTGAGE,12000,5.99,No
Declined,male,85073,MORTGAGE,13750,10.75,Yes
Approved,female,36619,RENT,8000,14.42,No
Declined,male,109186,MORTGAGE,13000,10.59,No
Declined,male,66959,MORTGAGE,10000,8.94,Yes
Declined,female,72978,MORTGAGE,15000,7.9,No
Declined,male,67218,RENT,4000,11.26,No
Declined,male,59480,RENT,4800,11.36,No
Declined,male,87422,MORTGAGE,16000,10.59,No
